x,y
0.04238103178858843,0.061117568151037506
0.038213343032864173,0.05846053679986933
0.038501979062818374,0.06729134808338082
0.04174324235514538,0.07611459565927699
0.0415815199093716,0.08638420208876628
0.04432773625347235,0.08900249094665023
0.0480919097208263,0.0980220042314401
0.04364650313271426,0.10568014495682604
0.04331938459859547,0.11133362733028149
0.05112866170357187,0.12250844885124872
0.05130281796980099,0.1344335878379457
0.055613545148203755,0.1437455495884746
0.05725974742916143,0.1569400913642861
0.05623857037286571,0.16819448806424475
0.06348403998751648,0.18088071995651217
0.06792355522702102,0.19792877069962575
0.07457306946327272,0.20467069416222125
0.07524800936373735,0.21363110630139176
0.07940574625428834,0.22283183245926674
0.0801141481866447,0.22817754524303366
0.08927504672458376,0.23214254733899015
0.09409236540899389,0.24139782411622002
0.09662605884213636,0.24549955847741095
0.10076960303747065,0.24938398106492332
0.10818098356779317,0.25687459605164964
0.11500355383390884,0.2611200138271159
0.12495392305142639,0.26209438586432193
0.13473788973684464,0.26466165401684505
0.15032698739313277,0.25913834026646343
0.162801872830321,0.2591297561934787
0.18192848438719303,0.25740278028611185
0.1901450792908315,0.25454500693748255
0.20213835833597063,0.25379235771817243
0.20808282161069375,0.25139615666633175
0.21307515728141857,0.2516795723134106
0.22042426294880543,0.2502239359430952
0.2255471655319107,0.24969426050793503
0.22265169335995888,0.24661991941482825
0.23147294362582405,0.24403088759449126
0.235646247031739,0.24755429571374243
0.24458548983955708,0.24870570272210019
0.2524430550916493,0.24575999214102098
0.2629499550133082,0.24557112132849684
0.26426635636937756,0.24479638837485232
0.27420231754303026,0.24718076999056102
0.2739966606580333,0.2446225003635205
0.2816297476379858,0.24212074394472502
0.28979557764043823,0.2423258571326794
0.30245883716760935,0.2458730665260765
0.30567616523065927,0.24689407865229185
0.31732759983507514,0.24857591448313962
0.32727906273873847,0.25382830832349057
0.330412387845365,0.2515978503146641
0.33749771742954277,0.25585981235804006
0.3431264188015771,0.2575628007087193
0.3514064409909131,0.26700406639454816
0.3611847607762675,0.2732655168897989
0.3637379555490136,0.27857722699774023
0.37078013701892376,0.2826712508070939
0.37636180161087157,0.2903509851765489
0.38195558340772784,0.2973104735437461
0.3843936917692114,0.3040911726176317
0.39359690498625804,0.3148450287336731
0.394332390683565,0.32890516763408695
0.4014027827112123,0.33278097845975185
0.4102672465086324,0.34880098501701484
0.418908403328647,0.36436732681053313
0.43011801573136854,0.37749320395192826
0.43270341085547703,0.390827916451896
0.43569930351458397,0.4010547173965413
0.44447205638514603,0.41517372888725235
0.4425621787976005,0.42985533285873934
0.4501400128398632,0.434503114609047
0.4470437664247699,0.4419543638579716
0.45155718463801636,0.45207879771755943
0.45400065452790966,0.456335819767806
0.4539806639882275,0.4598280504717649
0.45904878392933474,0.4671609883086403
0.4545047613970719,0.46773014790941214
0.4589841557176757,0.473675150116556
0.4584760361449639,0.47631511602835463
0.4608893155110892,0.4781981903025517
0.4617635153888125,0.4831888087909748
0.4641587487131434,0.4877623855728399
0.46220917399435524,0.48701131062172015
0.46430995922353224,0.49624528233434245
0.4649789147229678,0.4956269746364613
0.4666179742742239,0.49622289376211176
